ID,Format,Topic,Difficulty,Question,Answer,Used,Freshness,ID Search,Answer Search,,,,,,,,,,,,,,,,,,,,,,
Q1442,Open,US,3,In the U.S. the federal appeals courts are divided into thirteen separate units called what?,Circuits,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1443,Open,Food/Drink,0,A bottled labeled “86 Proof” contains what percentage of alcohol?,43%,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1444,Open,Fashion,2,The small front pocket on a pair of Levi’s blue jeans is known as the what?,Watch Pocket,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1445,Open,Linguistics,0,"Commonly found in PA and IN, the Amish speak both English and a particular dialect of what European language?",German,Jan 21 26,33,Not Found,Jan 21 26,,,,,,,,,,,,,,,,,,,,,,
Q1446,Open,Food/Drink,0,"What liquor is required to be so distilled “as to be without distinctive character, aroma, taste or color”?",Vodka,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1447,Open,STEM,0,What term refers to the number 1 followed by 15 zeros?,Quadrillion,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1448,Open,STEM,0,"In the acronym “laser,” the “L” stands for what?",Light,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1449,Open,STEM,0,"In the wireless phone abbreviation “5G,” the “G” stands for what?",Generation,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1450,Open,Religion/Myth,0,"In the world of Greek mythology, where do the souls of the HEROIC deceased lie in eternal rest?",Elysium,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1451,Open,Misc,0,"In the world of journalism,a piece designed to appeal to people’s emotions is often referred to as what type of “story”?",Human Interest,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1452,Open,Food/Drink,0,"In the ’50s, the Swedish company Malaco debuted a line of soft, gummy candies shaped like what animals?",Fish,Jan 21 26,33,Not Found,Jan 21 26,,,,,,,,,,,,,,,,,,,,,,
Q1453,Open,Sports/Games,0,"What sport transitioned from traditional white balls to “optic yellow"" which were more visible to TV viewers?",Tennis,Jan 21 26,33,Not Found,Jan 21 26,,,,,,,,,,,,,,,,,,,,,,
Q1454,Open,Film/TV,0,"In the “Legally Blonde” movies,Elle Woods gets men’s attention using a signature move called what?",BEND AND SNAP,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1455,Open,Film/TV,0,"In two Peanuts movies in the 80s, which member of the Black Eyed Peas voiced Sally, the blonde-haired sister of Charlie Brown?",Sally,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1456,Open,Geography,0,In what body of water are the islands collectively known as the Grecian Archipelago found?,Aegean Sea,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1457,Open,Linguistics,0,"In what country do people normally answer the phone by saying “Moshi, moshi”?",Japan,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1458,Open,Buildings/Architecture,0,In what part of the house would you find treads and risers?,Staircase,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1459,Open,US,5,"In what U.S. state does the U.S. own the highest percentage of land, over 80 percent?",Nevada,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1460,Open,US,3,What year did the U.S. celebrate its sesquicentennial?,1926,Jan 21 26,33,Not Found,Jan 21 26,,,,,,,,,,,,,,,,,,,,,,
Q1461,Open,Sports/Games,0,In which tabletop game is “spinning the rods” an illegal move?,Foosball,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1462,Open,Food/Drink,0,"In which of these countries is it customary to eat using only the right hand: Ethiopia, Russia, or Indonesia?",Ethiopia,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1463,Open,World,0,What country is known for their “gauchos” riding horses across lowlands called “pampas” ?,Argentina,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1464,Open,Sports/Games,0,In what sporting event is a victor often determined by means of a “split decision”?,Boxing,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1465,Open,Sports/Games,0,In which sport would a player most likely use a “sky hook”?,Basketball,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1466,Open,Sports/Games,0,"In Tennis, what is the term for when the serving player is ahead during Duece?",Advantage In,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1467,Open,Fashion,3,A bodice is a garment specifically designed to cover what part of the body?,Torso,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1468,Open,Film/TV,0,"In “Charlie and the Chocolate Factory,” the gum-chewing Violet Beauregarde turns into a giant what?",Blueberry,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1469,Open,World,0,"According to legend,the ghosts of Anne Boleyn and Sir Walter Raleigh haunt what London landmark?",Tower of London,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1470,Open,Film/TV,4,"According to Legend,what Looney Tunes character was born in a warren under the old Dodgers stadium in Brooklyn?",Bugs Bunny,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1471,Open,Religion/Myth,0,"According to myth,what country’s capital was founded by the twins Romulus and Remus?",Italy,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1472,Open,Religion/Myth,0,"According to the Catholic Church,what was the name of the very first Pope?",Peter,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1473,Open,US,3,"Along with being first in line for the presidency, the U.S. vice president also serves as the what?",President Pro Tempore of the Senate,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1474,Open,US,4,A U.S. senator elected in 2026 will be up for reelection in what year?,2032,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1475,Open,US,2,"According to the Dept. of Education, more degrees are earned in what undergraduate major than in any other?",Business,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1476,Open,STEM,0,"According to the National Severe Storms Laboratory, is a Cloud to Ground lightning bolt thicker or thinner than 1 centimeter?",Thicker (~2 cm),Jan 21 26,33,Not Found,Jan 21 26,,,,,,,,,,,,,,,,,,,,,,
Q1477,Open,US,0,"According to the results of the 2020 Census,what is the approximate population of the United States?",330 Million,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1478,Open,Geography,0,"According to the U.S. State Dept,127 of the world’s 193 countries have what word in their names?",Republic,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1479,Open,Geography,0,"Actually a combination of three tunnels,the so-called “Chunnel” runs underwater from England to what country?",France,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1480,Open,Misc,0,What honorary title is often given to a professor after they retire,Emeritus,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1481,Open,Misc,0,"Aibohphobia, which reads the same way forwards and backwards,is the fear of what?",Palindromes,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1482,Open,Geography,0,Albany and New York City are two major ports on what river?,Hudson,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1483,Open,Linguistics,0,"Also called a “serial” comma,the optional comma placed before the “and” at the end of a written list is called a what?",Oxford Comma,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1484,Open,Music,0,Also called a “tremolo arm” what guitar part is used to rapidly affect the pitch while playing?,Whammy Bar,July 14 26,8,Not Found,July 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1485,Open,Geology,0,An 18-karat gold bracelet is what percent gold?,75%,Jan 21 26,33,Not Found,Jan 21 26,,,,,,,,,,,,,,,,,,,,,,
Q1486,Open,STEM,0,An abbreviation of the term “hypertext transfer protocol” typically appears at the beginning of a what?,Web Address/URL,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1487,Open,Biology/Zoology,3,An apiculturist does what for a living?,Keeps Bees,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1488,Open,Geology,0,An earthquake measuring 7.0 on the Richter scale is how many times greater in magnitude than one measuring 5.0?,100,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1489,Open,Biology/Zoology,4,An elephant’s tusks correspond to what type of teeth on a human?,Incisors,June 2 26,14,Not Found,June 2 26,,,,,,,,,,,,,,,,,,,,,,
Q1490,Open,Food/Drink,0,"An English specialty,shepherd’s pie consists of meat baked in a “crust” made from what hearty side dish?",Mashed Potatoes,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1491,Open,Biology/Zoology,5,"An interrosseus part of the human body is, by definition, an area that is situated between two what?",Bones,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1492,Open,Buildings/Architecture,0,An observation platform is called a crow’s nest and is traditionally found at the top of a what?,Boat,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1493,Open,Linguistics,0,Anyone who has read “Wuthering Heights” should know that the word “wuthering” means what?,Windy,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1494,Open,Linguistics,0,"Appearing at the end of many country names, the suffix “-stan” originates from what language?",Persian,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1495,Open,Space,0,"Appearing in autumn,the harvest moon is one of about how many full moons that occur each year?",12,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1496,Open,Linguistics,0,"Appropriately,the Spanish word for heaven,”cielo,” is also the word for what?",Sky,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1497,Open,US,0,"April 12, 2011, marked the 150th anniversary of what event in U.S. history?",Start of the Civil War,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1498,Open,US,0,"Armistice Day, which later became Veterans Day, originally commemorated the end of what war?",WWI,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1499,Open,Misc,0,"As a handy rhyme tells us, how many months have 31 days?",7,Jan 21 26,33,Not Found,Jan 21 26,,,,,,,,,,,,,,,,,,,,,,
Q1500,Open,Low Art,0,"As a practitioner of “kinetic sculpture,” artist Alexander Calder pioneered what newborn-friendly art form?",Mobiles,Not Found,Fresh,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1502,Open,World,0,"In 1909 the city of Tokyo donated to the United States 2,000 what?",Cherry Trees,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1503,Open,Food/Drink,0,"As any foodie can tell you, a geoduck is a type of what?",Clam,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1504,Open,Food/Drink,0,"The two succulent bits of meat on the back of a chicken, just above the thigh, are called what?",Oysters,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1505,Open,Food/Drink,0,"As compared to “regular” limes, key limes are typically what?",Smaller in Size,Jan 21 26,33,Not Found,Jan 21 26,,,,,,,,,,,,,,,,,,,,,,
Q1506,Open,Sports/Games,0,"As demonstrated in the name of the 2026 Super Bowl, how is “60” expressed in Roman numerals?",LX,Jan 21 26,33,Not Found,Jan 21 26,,,,,,,,,,,,,,,,,,,,,,
Q1507,Open,Food/Drink,0,"As it is technically a legume,which “nut” grows in pods underground rather than on trees?",Peanut,June 2 26,14,Not Found,June 2 26,,,,,,,,,,,,,,,,,,,,,,
Q1508,Open,Linguistics,0,"As Mario and Luigi could tell you, ”idraulico” is the Italian word for what professional?",Plumber,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1509,Open,Religion/Myth,0,Lent traditionally lasts how long?,40 Days,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1510,Open,US,0,Is a nickel more or less than 1.5 millimeters thick?,More,July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1511,Open,Poorly Described Movie,4,"What 2001 film can be poorly described as, ""A disgruntled jewler enlists a jealous old magician and nine spooky ghouls to entrap young men and steal their valuables""?",The Fellowship of the Ring,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1512,Open,Poorly Described Movie,4,"What 2009 film can be poorly described as, ""A white colonist learns about the value of native culture and trees so he decides to fight back against his colonial masters"" ?",Avatar,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1513,Open,Biology/Zoology,3,When do diurnal animals sleep?,Night time,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1515,Open,Food/Drink,4,What fruits are sorted for ripeness by bouncing them?,Cranberries,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1516,Open,Sports/Games,5,In the game of cricket which bird name means scoring no runs?,Duck ,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1517,Open,High Art,5,What type of art is raku?,Japanese pottery,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1518,Open,Misc,2,How many years is a silver anniversary?,25 years,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1519,Open,Biology/Zoology,5,What mammal is virtually exterminated from the entire province of Alberta?,Rat,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1520,Open,STEM,3,Sound Navigation Ranging is better known as _________.,Sonar,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1521,Open,STEM,4,What German scientist was the first person to prove that planets move in elliptical orbits,Kepler,July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1522,Open,Sports/Games,4,"The term ""Aficionado"" originally referred to fans of what Spanish bloodsport?",Bullfighting,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1523,T/F,Biology/Zoology,4,"Does an elephant have more or fewer than 10,000 muscles in its trunk","More, 40,000",Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1524,Open,STEM,4,Which chemical element has the atomic number 4?,Berylium,June 2 26,14,Not Found,June 2 26,,,,,,,,,,,,,,,,,,,,,,
Q1525,Open,Sports/Games,4,"On a western horseback riding saddle, what is the protusion on the front of a saddle where you can tie a rope called?",Horn,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1526,Open,Biology/Zoology,5,What are young rabbits called?,Kittens,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1527,Open,Linguistics,3,What is the plural form of the word mongoose?,Mongooses,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1528,Open,Sports/Games,3,What are the colours of the Olympics rings?,Blue Yellow Black Green Red,Feb 3 26,31,Not Found,Feb 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1529,Open,Sports/Games,4,How many suits are there In Mahjong?,3 Suits ,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1530,Open,Sports/Games,4,A Silver Fern is the emblem of which island nation's Rugby Union team? ,New Zealand - The All Blacks,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1531,Open,STEM,5,What is the Latin word for the extremely useful liquid produced by the Ficus Elastica?,Latex,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1532,Multi,Sports/Games,3,"In the original Pac Man, which fruit was worth the most points: Apple, Banana, or Orange?",Apple,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1533,Open,STEM,2,What unit is a boat's speed measured in?,Knots,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1534,Open,Food/Drink,3,"Which country drinks the most Beer per capita: Germany, Poland, Denmark, or Czech Republic?",Czech Republic,Feb 10 26,30,Not Found,Feb 10 26,,,,,,,,,,,,,,,,,,,,,,
Q1535,Open,Linguistics,2,What crime has a person committed if they have been convicted of Regicide?,Killing The King,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1536,Open,Sports/Games,4,How many tiles does one person have at a time in Scrabble?,7,Jan 21 26,33,Not Found,Jan 21 26,,,,,,,,,,,,,,,,,,,,,,
Q1537,Open,Film/TV,4,Who won the Best Actress Oscar in 1987 for her role in Moonstruck?,Cher,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1538,Open,Religion/Myth,2,"Name the female version of the Jewish Bar Mitzvah, celebrating a girl reaching the age of thirteen",Bat mitzvah,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1539,Open,Film/TV,2,"Which Looney Toons Character ends each episode with his signature phrase ""That's All Folks""?",Porky Pig,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1540,Open,Linguistics,4,"Which forename, deriving from the Germanic 'rulehard', has been held by three English kings?",Richard,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1541,Open,Linguistics,5,What Is Nosocomephobia The Fear Of?,Hospitals,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1542,T/F,STEM,3,"True or False, the first personal computer went on sale AFTER 1975?","True, 1977",Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1543,Open,Linguistics,2,What is the meaning of the name of the constellation Ursa Minor ?,Little Bear,June 2 26,14,Not Found,June 2 26,,,,,,,,,,,,,,,,,,,,,,
Q1544,Open,Linguistics,4,What is the fear of suffering and disease known as?,Panthophobia,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1545,Open,US,4,The bridge connecting Boston & Cambridge via Massachusetts Avenue is commonly know as the ______?,Harvard bridge,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1546,Open,Biology/Zoology,3,The chameleon has a tongue that is 1.5 times the length of its __________?,Body,Feb 3 26,31,Not Found,Feb 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1547,Open,STEM,5,Which chemical element does the symbol 'AT' represent?,Astatine,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1548,Open,Geology,3,What is the term for limestone deposits that rise from the floor of caves?,Stalagmites,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1549,Open,Geology,3,What is the term for limestone deposits that form on the ceilings of caves?,Stalactites,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1550,Open,STEM,2,In what household appliance would you be most likely to find a Cathode Ray Tube?,Television,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1551,Open,STEM,1,What Is The Most Common Element In The Universe ?,Hydrogen ,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1552,Open,Pop Culture,3,What was the name of the party dog that that was Budwiser's mascot in the late eighties?,Spuds McKenzie,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1553,Open,STEM,2,What is the name in a planet's orbit when it is nearest to the sun,Perihelion,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1554,Open,World,4,"Which Athenian philosopher famously never wrote, considering it to be bad for the memory?",Socrates,Feb 3 26,31,Not Found,Feb 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1555,Open,STEM,2,During what month is the shortest day in the southern hemisphere?,June,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1556,Open,World,1,What is the Capital of: Sweden,Stockholm,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1557,Open,STEM,3,What is rayon or modal fabric primarily made from?,Wood pulp,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1558,Open,World,5,Which is the longest river system in Australia?,The murray-darling,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1559,Open,Linguistics,2,A person with a strong desire to steal is a(n) ________.,Kleptomaniac,July 7 26,9,Not Found,July 7 26,,,,,,,,,,,,,,,,,,,,,,
Q1560,Open,US,2,What is the capital of Nebraska?,Lincoln,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1561,Open,World,4,"The longest suspension bridge in Europe is the Great Belt Bridge, what country is it in?",Denmark,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1562,Open,Space,3,Aleksei Leanov was the first human to accomplish what otherwordly feat?,Space walk,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1563,Open,Food/Drink,4,"Not to be confused with spatchcock, which creature might be split and grilled or fried in a manner known as spitchcock? ",Eel ,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1564,Open,High Art,4,"In Shakespeare's play, The Taming of the Shrew, who tamed the shrew",Petruchio,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1565,Open,Space,2,What do the initials U.F.O stand for?,Unidentified Flying Object,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1566,Open,World,4,During Which War Did The Charge Of The Light Brigade Occur? ,Crimean ,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1567,Open,Sports/Games,3,Which Chess Piece Always Remains On The Same Colour Square ,The Bishop ,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1568,Open,Religion/Myth,5,Jocasta was the wife of Laius and the mother of who,Oedipus,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1569,Open,Film/TV,4,"Minilla is a giant green monster and he has a larger, greener friend. Who is he?",Godzilla,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1570,Open,Food/Drink,3,"On an Indian menu, Aloo is what type of food?",Potato,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1571,Open,Pop Culture,4,What was the first single released on the Apple record label?,"Hey Jude""/Revolution",Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1572,Open,Space,3,What is the sixth planet from our sun?,Saturn,Feb 3 26,31,Not Found,Feb 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1573,Open,Music,3,How is a zither played?,Plucked,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1574,Open,World,,In which country is the world's largest National Park?,Greenland,Feb 3 26,31,Not Found,Feb 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1575,Open,Food/Drink,,What is the flavour of the liqueur Kahlua? ,Coffee ,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1576,Open,Pop Culture,,Which fictional city is Superman's home,Metropolis,June 2 26,14,Not Found,June 2 26,,,,,,,,,,,,,,,,,,,,,,
Q1577,Open,World,,What is the capital of Latvia,Riga,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1578,Open,World,,What country code or Top Level Domain name is used for Irish websites?,.ie,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1579,Open,Geology,,What is the most abundant metal on Earth?,Aluminium ,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1580,Open,STEM,,What is the acronym for an image produced by aligning molecular crystals,Lcd,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1581,Open,Food/Drink,,Test,Test,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1582,Open,Biology/Zoology,,"If a bird is ""nidifying"" what is it doing?",Building a Nest,Feb 3 26,31,Not Found,Feb 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1583,Open,US,,On the 3rd January 1959 which state became America's 49th?,Alaska ,8/4/2026,5,Aug 4 26,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1584,Open,Food/Drink,,Which is the most eaten fruit in the world? ,Banana ,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1585,Open,Food/Drink,,Chinese bean sprouts are usually the sprouts of which bean?,Mung bean,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1586,Open,Biology/Zoology,,Do trees grow more quickly or slowly at night?,More slowly,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1587,Open,Food/Drink,,What is a 'kartoffel' in germany,Potato,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1588,Open,STEM,,What is it that turns blue litmus paper red?,Acid,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1589,Open,STEM,,What does the abbreviation USB stand for ?,Universal Serial Bus ,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1590,Open,World,,What is the capital of Lithuania ?,Vilnius,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1591,Open,Food/Drink,,"Vodka, orange juice and Galliano make up which type of cocktail ",Harvey Wallbanger ,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1592,Open,World,,Can you give me TWO former names of Istanbul? ,"Constantinople, Byzantium ",Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1593,Open,Biology/Zoology,,"On average, which is bigger- a Crow or a Raven?",Raven,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1594,Open,Sports/Games,,What color is the 1-up mushroom in Super Mario Bros.?,Green,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1595,Open,STEM,,What chemical symbol is used for the element actinium,Ac,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1596,Open,STEM,,What word for taking tissue for microscopic examination was coined by French dermatologists in 1879,Biopsy,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1597,Open,Sports/Games,,There are 42 of what in a standard deck of cards (excluding jokers)?,Eyes,Feb 3 26,31,Not Found,Feb 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1598,,Religion/Myth,5,"The Millennial Dawnists were a religious movement who eventually changed their name to become what modern day group (known for their ""Watchtower"" publication)?",Jehovah's Witnesses,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
